"Id_aforament","Desc_aforament","Codi_tipus_aforament","Desc_tipus_aforament","Num_carrils","Codi_districte","Codi_barri","Codi_tipus_equip_mesura","Desc_tipus_equip_mesura","Longitud","Latitud","X_ETRS89","Y_ETRS89"
1001,"AV. DIAGONAL - TORRE MELINA (Entrada)",1,"trànsit",3,4,21,1,"Espira",2.109525173,41.383735511,425545.34,4581739.28
1002,"AV. DIAGONAL - AV. SARRIÀ (Entrada)",1,"trànsit",3,4,19,1,"Espira",2.139966245,41.3914834,428099.15,4582573.73
1003,"AV. DIAGONAL - ADOLF FLORENSA (Entrada)",1,"trànsit",3,4,20,1,"Espira",2.116363769,41.385498519,426119.14,4581929.15
1004,"AV. DIAGONAL - PASCUAL VILA (Sortida)",1,"trànsit",4,4,20,1,"Espira",2.116258456,41.385574048,426110.42,4581937.62
1005,"AV. DIAGONAL - BEETHOVEN (Sortida)",1,"trànsit",5,4,19,1,"Espira",2.13989839,41.391564054,428093.57,4582582.74
1006,"AV. DIAGONAL - PLAÇA PIUS XII (Entrada)",1,"trànsit",5,4,20,1,"Espira",2.123800557,41.387374635,426743.04,4582131.12
1007,"AV. DIAGONAL- DOCTOR FERRAN (Sortida)",1,"trànsit",4,4,20,1,"Espira",2.123738168,41.387473006,426737.93,4582142.09
1008,"CAPITÀ ARENAS - MANILA",1,"trànsit",4,4,21,1,"Espira",2.126378325,41.389638064,426961.10,4582380.23
1009,"PG. MANUEL GIRONA - BENET I MATEU",1,"trànsit",2,4,21,1,"Espira",2.127639203,41.391946256,427069.09,4582635.42
1010,"AV. DIAGONAL - GANDESA (Sortida)",1,"trànsit",4,4,19,1,"Espira",2.128577478,41.388684368,427143.89,4582272.50
1011,"AV. DIAGONAL - GANDESA (Entrada)",1,"trànsit",5,4,19,1,"Espira",2.128630699,41.388594598,427148.24,4582262.49
1012,"AV. DIAGONAL - TORRE MELINA (Lateral Entrada)",1,"trànsit",2,4,21,1,"Espira",2.110685419,41.383846694,425642.48,4581750.62
1013,"AV. PEDRALBES - PG. MANUEL GIRONA (Baixada)",1,"trànsit",3,4,21,2,"Infraroig",2.120019882,41.389232278,426429.04,4582340.56
1014,"AV. SARRIÀ - DOCTOR FLEMING",1,"trànsit",3,5,24,1,"Espira",2.135916,41.391629869,427760.70,4582593.36
1015,"AV. SARRIÀ - AV. JOSEP TARRADELLAS",1,"trànsit",5,2,8,1,"Espira",2.143078274,41.39057036,428358.33,4582469.79
1016,"AV. ESPLUGUES - SANTA CATERINA DE SIENA (Besós)",1,"trànsit",2,4,21,1,"Espira",2.110723705,41.390973651,425653.80,4582541.82
1017,"AV. DOCTOR MARAÑÓN - BALDIRI REIXAC (Pujada)",1,"trànsit",3,4,20,2,"Infraroig",2.113053458,41.382721133,425839.20,4581623.64
1018,"AV. DIAGONAL - TORRE MELINA (Sortida)",1,"trànsit",4,4,21,1,"Espira",2.108485376,41.383583303,425458.23,4581723.27
1019,"AV. DOCTOR MARAÑÓN - PAU GARGALLO (Baixada)",1,"trànsit",3,4,20,1,"Espira",2.112958067,41.382553474,425831.04,4581605.10
1021,"GONZÁLEZ TABLAS - AV. EXÈRCIT (Baixada)",1,"trànsit",2,4,21,2,"Infraroig",2.110547635,41.384860769,425632.12,4581863.32
1022,"AV. PEDRALBES - PG. MANUEL GIRONA (Pujada)",1,"trànsit",2,4,21,2,"Infraroig",2.119150178,41.389996735,426357.19,4582426.16
1026,"AV. ESPLUGUES - MIRET I SANS (Llobregat)",1,"trànsit",2,4,21,1,"Espira",2.110686507,41.391010293,425650.74,4582545.91
1027,"DOCTOR FERRAN - PG. MANUEL GIRONA",1,"trànsit",2,4,21,1,"Espira",2.123703794,41.390659262,426738.64,4582495.86
1028,"ARISTIDES MAILLOL - CARDENAL REIG (Baixada)",1,"trànsit",2,4,20,1,"Espira",2.120166481,41.378861883,426429.60,4581189.12
1029,"ARISTIDES MAILLOL - CARDENAL REIG (Pujada)",1,"trànsit",2,4,20,1,"Espira",2.120261326,41.378966737,426437.65,4581200.69
1030,"JOAN XXIII - MARTÍ I FRANQUÉS (Llobregat)",1,"trànsit",2,4,20,1,"Espira",2.121847729,41.382191667,426573.94,4581557.37
1031,"JOAN XXIII - MENÉNDEZ PELAYO (Besòs)",1,"trànsit",2,4,20,1,"Espira",2.12199742,41.382147222,426586.40,4581552.31
1032,"GRAN VÍA CARLES III - TRAV. DE LES CORTS (Pujada)",1,"trànsit",1,4,20,1,"Espira",2.128171274,41.382959206,427103.54,4581637.24
1033,"GRAN VÍA CARLES III - TRAV. DE LES CORTS (Baixada)",1,"trànsit",2,4,20,1,"Espira",2.128103945,41.381851028,427096.67,4581514.27
2001,"PARÍS - VILADOMAT",1,"trànsit",3,2,9,1,"Espira",2.146504747,41.388529683,428642.56,4582240.41
2002,"ENTENÇA - DEU I MATA",1,"trànsit",5,4,19,1,"Espira",2.137969149,41.390001837,427930.55,4582410.91
2003,"TARRAGONA - VALÈNCIA",1,"trànsit",4,3,15,1,"Espira",2.145307863,41.378572477,428531.59,4581135.96
2004,"NUMÀNCIA - MARQUES DE SENTMENAT",1,"trànsit",3,4,19,1,"Espira",2.137478725,41.384709176,427883.70,4581823.73
2005,"ENTENÇA - PROVENÇA",1,"trànsit",4,2,9,1,"Espira",2.145346085,41.383607501,428540.30,4581694.91
2006,"ARAGÓ - ENTENÇA",1,"trànsit",4,2,9,1,"Espira",2.14793621,41.381069189,428754.10,4581410.98
2008,"AV. ROMA - CALÀBRIA",1,"trànsit",3,2,9,1,"Espira",2.149768234,41.383223217,428909.63,4581648.61
2009,"MALLORCA - CALÀBRIA",1,"trànsit",2,2,9,1,"Espira",2.149046374,41.383651514,428849.74,4581696.75
2010,"BERLÍN - COMTES DE BELL.LLOC",1,"trànsit",3,3,18,1,"Espira",2.136596296,41.382174751,427807.12,4581543.10
2011,"TRAVESSERA DE LES CORTS - VILAMUR (Llobregat)",1,"trànsit",3,4,19,1,"Espira",2.133711668,41.386026857,427570.20,4581973.16
2012,"AV. MADRID - PORTBOU",1,"trànsit",4,4,20,1,"Espira",2.126455916,41.377887563,426954.43,4581075.64
2013,"NUMÀNCIA - ANGLESOLA",1,"trànsit",3,4,19,1,"Espira",2.133638738,41.388502091,427566.85,4582248.02
2014,"TARRAGONA - CONSELL DE CENT (calçada Besòs)",1,"trànsit",4,3,15,1,"Espira",2.147336485,41.377010451,428699.52,4580960.87
2016,"ENTENÇA - DIPUTACIÓ",1,"trànsit",3,2,9,1,"Espira",2.151166703,41.379197455,429022.19,4581200.53
2017,"SANTS - RIERA BLANCA",1,"trànsit",4,3,18,1,"Espira",2.122391119,41.375648069,426612.01,4580830.45
2018,"PG. SANT ANTONI - ALCOLEA (Besòs)",1,"trànsit",2,3,18,1,"Espira",2.136317348,41.376200878,427777.19,4580880.12
2020,"AV. MADRID - TENOR MASINI (Besòs)",1,"trànsit",3,4,19,1,"Espira",2.131053658,41.380328875,427341.62,4581342.80
2021,"AV. MADRID - LLUÇÀ (Llobregat)",1,"trànsit",2,3,18,1,"Espira",2.131014666,41.380386227,427338.42,4581349.20
2022,"TRAV. DE LES CORTS - GALILEU (Besòs)",1,"trànsit",2,4,19,1,"Espira",2.132047741,41.384896697,427429.82,4581849.08
2023,"TRAV. DE LES CORTS - GALILEU (Llobregat)",1,"trànsit",3,4,19,1,"Espira",2.131564682,41.384655947,427389.16,4581822.76
2024,"C. DE SANTS - SANT FELIU DE GUÍXOLS (Sentit Hospitalet)",1,"trànsit",2,3,17,3,"Visió Artificial",2.129133588,41.375567533,427175.75,4580815.82
2025,"C. DE SANTS - SUGRANYES (Sentit Pl. Espanya)",1,"trànsit",2,3,17,3,"Visió Artificial",2.12637856,41.375578064,426945.38,4580819.31
2026,"C. DE SANTS - JOAN GÜELL (Sentit Hospitalet)",1,"trànsit",2,3,18,3,"Visió Artificial",2.133440961,41.375471702,427535.85,4580801.57
2027,"C. DE SANTS - SANT MEDIR (Sentit Pl. Espanya)",1,"trànsit",2,3,18,3,"Visió Artificial",2.132815319,41.375427013,427483.48,4580797.13
3001,"AV. PARAL·LEL - LLANÇÀ",1,"trànsit",4,2,11,1,"Espira",2.151344122,41.375071194,429032.54,4580742.29
3003,"GRAN VIA - VILAMARÍ",1,"trànsit",4,2,9,1,"Espira",2.152251728,41.377355608,429110.92,4580995.16
3004,"GRAN VIA - ROCAFORT",1,"trànsit",4,2,9,1,"Espira",2.154536929,41.379062793,429303.86,4581182.82
3005,"RONDA SANT ANTONI - PL. PES DE LA PALLA (Sentit Urgell)",1,"trànsit",2,2,10,1,"Espira",2.163349079,41.380996415,430042.79,4581390.34
3006,"GRAN VIA - VILADOMAT",1,"trànsit",4,2,9,1,"Espira",2.156817239,41.380777397,429496.39,4581371.32
3007,"GRAN VIA - FARELL (Sortida)",1,"trànsit",2,3,15,1,"Espira",2.144295119,41.371459879,428439.11,4580347.17
3008,"GRAN VIA - MOIANÈS (Sortida)",1,"trànsit",2,3,15,1,"Espira",2.141321748,41.369159811,428187.92,4580094.27
3009,"GRAN VIA - QUÍMICA (Entrada)",1,"trànsit",2,3,13,2,"Infraroig",2.13777852,41.366440295,427888.59,4579795.30
3010,"ENTENÇA - SEPÚLVEDA",1,"trànsit",4,2,10,1,"Espira",2.15377314,41.377223173,429237.99,4580979.21
3011,"GRAN VIA - TRAJÀ (Entrada)",1,"trànsit",2,3,16,1,"Espira",2.141669763,41.369242764,428217.12,4580103.20
3012,"SEPÚLVEDA - COMTE BORRELL",1,"trànsit",2,2,10,1,"Espira",2.158306359,41.380022841,429620.09,4581286.34
3013,"VILLARROEL - GRAN VIA",1,"trànsit",3,2,8,1,"Espira",2.160511198,41.382369032,429806.97,4581545.02
3014,"SEPÚLVEDA - CASANOVA",1,"trànsit",2,2,10,1,"Espira",2.16147246,41.38241898,429887.40,4581549.79
3015,"CASANOVA - SEPÚLVEDA",1,"trànsit",2,2,10,1,"Espira",2.161656732,41.383221433,429903.67,4581638.72
3016,"GRAN VIA - MÈXIC (Lateral Entrada)",1,"trànsit",3,3,11,1,"Espira",2.147805452,41.373788367,428735.22,4580602.78
3017,"GRAN VIA - QUÍMICA (Sortida)",1,"trànsit",2,3,13,2,"Infraroig",2.137732501,41.366481161,427884.79,4579799.88
3018,"COMTE URGELL- FLORIDABLANCA",1,"trànsit",3,2,10,1,"Espira",2.160479841,41.380726782,429802.59,4581362.73
3020,"AV. PARAL·LEL - LLEIDA (Baixada)",1,"trànsit",3,2,10,1,"Espira",2.154754892,41.374933625,429317.61,4580724.23
3021,"CREU COBERTA - BÉJAR (Baixada)",1,"trànsit",2,3,15,1,"Espira",2.14676983,41.375128823,428650.08,4580752.44
3022,"CREU COBERTA - PL. ESPANYA (Pujada)",1,"trànsit",2,3,11,1,"Espira",2.146752026,41.375200681,428648.67,4580760.44
3024,"ROCAFORT - TAMARIT",1,"trànsit",2,2,10,1,"Espira",2.157881935,41.37578538,429580.03,4580816.25
3026,"AV. PARAL·LEL - ENTENÇA (Mar)",1,"trànsit",3,3,11,3,"Visió Artificial",2.156378629,41.374938761,429453.40,4580723.48
3027,"AV. PARAL·LEL - COMTE BORRELL (Muntanya)",1,"trànsit",3,3,11,3,"Visió Artificial",2.165457628,41.375002586,430212.69,4580723.22
3029,"RONDA DE SANT PAU - MARQUES DE CAMPO SAGRADO",1,"trànsit",2,2,10,1,"Espira",2.165140781,41.377153688,430188.50,4580962.28
3030,"VILADOMAT - PARLAMENT",1,"trànsit",2,2,10,1,"Espira",2.162446376,41.375791465,429961.73,4580813.22
3031,"FLORIDABLANCA - ROCAFORT",1,"trànsit",2,2,10,1,"Espira",2.156975553,41.377321141,429505.89,4580987.48
3032,"COMTE BORRELL- MARQUÈS DE CAMPO SAGRADO",1,"trànsit",2,2,10,1,"Espira",2.164758456,41.375717717,430154.99,4580803.17
3033,"SEPULVEDA - ENTENÇA",1,"trànsit",2,2,10,1,"Espira",2.153550049,41.376407202,429218.45,4580888.81
3034,"AV. PARAL·LEL - RONDA SANT PAU (Baixada)",1,"trànsit",3,3,11,1,"Espira",2.16831303,41.374833071,430451.29,4580702.10
3036,"AV. PARAL·LEL - ABAT SAFONT (Pujada)",1,"trànsit",3,3,11,1,"Espira",2.169489275,41.374976856,430549.81,4580717.12
4001,"URGELL - BUENOS AIRES",1,"trànsit",3,2,8,1,"Espira",2.146418178,41.391281328,428638.34,4582545.96
4002,"MUNTANER - CONSELL DE CENT",1,"trànsit",3,2,8,1,"Espira",2.159994051,41.386194306,429767.85,4581970.12
4003,"ARIBAU - CÒRSEGA",1,"trànsit",3,2,8,1,"Espira",2.153599035,41.392737701,429240.26,4582701.76
4004,"COMTE URGELL - ROSSELLÓ",1,"trànsit",4,2,8,1,"Espira",2.149905204,41.388672068,428927.02,4582253.42
4005,"AV. DIAGONAL - RAMBLA CATALUNYA (Pujada)",1,"trànsit",2,2,7,1,"Espira",2.156519968,41.395813851,429487.78,4583040.88
4006,"PARÍS - VILLARROEL",1,"trànsit",3,2,8,1,"Espira",2.149822665,41.391051152,428922.71,4582517.61
4007,"AV. DIAGONAL - RAMBLA CATALUNYA (Baixada)",1,"trànsit",2,2,7,1,"Espira",2.157506826,41.395967276,429570.44,4583057.12
4008,"MALLORCA - CASANOVA",1,"trànsit",3,2,8,1,"Espira",2.154727233,41.387900498,429329.34,4582163.82
4009,"PG. SANT JOAN - CASP (Baixada)",1,"trànsit",1,2,5,1,"Espira",2.177149684,41.393614939,431210.05,4582780.18
4010,"PG. SANT JOAN - VALÈNCIA (Baixada)",1,"trànsit",2,2,7,1,"Espira",2.171287083,41.398080015,430724.68,4583280.56
4011,"CASANOVA - PARÍS",1,"trànsit",2,2,8,1,"Espira",2.150075719,41.391993496,428944.89,4582622.02
4012,"LONDRES - CASANOVA",1,"trànsit",2,2,8,1,"Espira",2.149022049,41.392141066,428856.96,4582639.27
4013,"SARDENYA - CONSELL DE CENT",1,"trànsit",2,2,5,1,"Espira",2.17812843,41.399762717,431298.35,4583461.92
4014,"AV. DIAGONAL - MUNTANER (Baixada)",1,"trànsit",2,2,8,1,"Espira",2.150261139,41.394174233,428962.77,4582863.97
4015,"MUNTANER - ROSSELLÓ",1,"trànsit",3,2,8,1,"Espira",2.154421827,41.39037134,429306.48,4582438.37
4016,"AV. MERIDIANA - CASTILLEJOS (Pujada)",1,"trànsit",2,10,66,1,"Espira",2.187033963,41.400338833,432043.39,4583518.86
4017,"AV. DIAGONAL - TUSET (Pujada)",1,"trànsit",2,2,8,1,"Espira",2.15267479,41.394859936,429165.29,4582938.12
4018,"AV. MERIDIANA - LEPANT (Baixada)",1,"trànsit",2,10,66,1,"Espira",2.186745242,41.396298175,432015.04,4583070.50
4019,"MARINA - DIPUTACIÓ",1,"trànsit",6,2,5,1,"Espira",2.179531384,41.400450938,431416.35,4583537.22
4020,"MARINA - GRAN VIA (Baixada)",1,"trànsit",2,2,5,1,"Espira",2.181741707,41.398656381,431599.23,4583336.24
4021,"COMTE URGELL- DIPUTACIÓ",1,"trànsit",3,2,8,1,"Espira",2.156916629,41.38336043,429507.49,4581658.00
4022,"PG. SANT JOAN - PROVENÇA (Pujada)",1,"trànsit",1,2,7,1,"Espira",2.168321445,41.400468552,430479.31,4583548.11
4023,"GRAN VIA - VILLARROEL",1,"trànsit",4,2,8,1,"Espira",2.160169613,41.383326327,429779.44,4581651.57
4024,"AV. DIAGONAL - BAILÉN (Pujada)",1,"trànsit",2,2,7,1,"Espira",2.167734164,41.398633454,430428.26,4583344.85
4025,"AV. DIAGONAL - GIRONA (Baixada)",1,"trànsit",2,2,7,1,"Espira",2.167817154,41.398487563,430435.05,4583328.58
